node_pair_id,ans
1230,1
1231,1
1232,1
1233,1
1234,0
1235,1
1236,1
1237,0
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,0
1247,0
1248,1
1249,1
1250,0
1251,0
1252,0
1253,0
1254,1
1255,0
1256,0
1257,1
1258,1
1259,0
1260,1
1261,0
1262,1
1263,0
1264,0
1265,1
1266,0
1267,0
1268,0
1269,1
1270,0
1271,1
1272,1
1273,0
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,0
1284,0
1285,0
1286,1
1287,1
1288,1
1289,1
1290,0
1291,1
1292,0
1293,0
1294,0
1295,0
1296,0
1297,1
1298,0
1299,1
1300,0
1301,0
1302,1
1303,1
1304,0
1305,1
1306,0
1307,0
1308,0
1309,0
1310,1
1311,1
1312,0
1313,1
1314,1
1315,0
1316,0
1317,0
1318,0
1319,1
1320,0
1321,0
1322,1
1323,0
1324,0
1325,0
1326,0
1327,1
1328,0
1329,1
1330,0
1331,0
1332,0
1333,0
1334,1
1335,0
1336,1
1337,0
1338,1
1339,0
1340,1
1341,1
1342,0
1343,1
1344,0
1345,0
1346,1
1347,1
1348,0
1349,0
1350,0
1351,0
1352,1
1353,0
1354,1
1355,1
1356,1
1357,0
1358,1
1359,1
1360,0
1361,1
1362,1
1363,0
1364,1
1365,1
1366,0
1367,0
1368,1
1369,1
1370,0
1371,1
1372,0
1373,1
1374,0
1375,0
1376,1
1377,1
1378,1
1379,0
1380,1
1381,0
1382,0
1383,1
1384,1
1385,1
1386,0
1387,1
1388,0
1389,0
1390,1
1391,1
1392,0
1393,0
1394,1
1395,0
1396,1
1397,0
1398,0
1399,1
1400,0
1401,0
1402,1
1403,1
1404,0
1405,1
1406,0
1407,1
1408,1
1409,1
1410,1
1411,1
1412,0
1413,0
1414,0
1415,0
1416,0
1417,1
1418,0
1419,1
1420,0
1421,0
1422,0
1423,0
1424,1
1425,0
1426,1
1427,0
1428,1
1429,1
1430,1
1431,0
1432,1
1433,0
1434,1
1435,0
1436,1
1437,0
1438,1
1439,1
1440,0
1441,1
1442,0
1443,0
1444,1
1445,1
1446,1
1447,1
1448,1
1449,0
1450,0
1451,0
1452,0
1453,0
1454,1
1455,0
1456,0
1457,0
1458,1
1459,1
1460,1
1461,0
1462,1
1463,1
1464,0
1465,0
1466,1
1467,1
1468,0
1469,0
1470,1
1471,0
1472,0
1473,1
1474,0
1475,0
1476,0
1477,1
1478,0
1479,1
1480,0
1481,1
1482,0
1483,1
1484,0
1485,0
1486,0
1487,1
1488,0
1489,0
1490,1
1491,1
1492,1
1493,0
1494,1
1495,0
1496,1
1497,1
1498,0
1499,1
1500,1
1501,1
1502,0
1503,0
1504,1
1505,1
1506,1
1507,0
1508,0
1509,0
1510,1
1511,0
1512,0
1513,0
1514,0
1515,1
1516,1
1517,1
1518,1
1519,1
1520,0
1521,0
1522,1
1523,0
1524,1
1525,1
1526,0
1527,1
1528,0
1529,1
1530,1
1531,1
1532,1
1533,1
1534,0
1535,0
1536,0
1537,1
1538,1
1539,1
1540,1
1541,1
1542,0
1543,0
1544,1
1545,1
1546,1
1547,0
1548,0
1549,0
1550,0
1551,1
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,1
1559,0
1560,0
1561,0
1562,0
1563,1
1564,1
1565,1
1566,1
1567,0
1568,0
1569,1
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,0
1577,1
1578,1
1579,1
1580,0
1581,0
1582,0
1583,1
1584,1
1585,0
1586,1
1587,1
1588,1
1589,1
1590,1
1591,0
1592,1
1593,1
1594,1
1595,1
1596,1
1597,0
1598,1
1599,0
1600,1
1601,0
1602,1
1603,1
1604,1
1605,0
1606,1
1607,1
1608,1
1609,0
1610,1
1611,1
1612,0
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,0
1623,0
1624,1
1625,1
1626,0
1627,1
1628,1
1629,0
1630,0
1631,0
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,0
1639,0
1640,1
1641,0
1642,1
1643,0
1644,0
1645,1
1646,0
1647,1
1648,1
1649,0
1650,0
1651,0
1652,0
1653,1
1654,1
1655,1
1656,1
1657,0
1658,0
1659,0
1660,0
1661,1
1662,1
1663,0
1664,1
1665,0
1666,0
1667,0
1668,1
1669,1
1670,1
1671,1
1672,0
1673,1
1674,0
1675,1
1676,1
1677,1
1678,0
1679,0
1680,0
1681,0
1682,1
1683,0
1684,1
1685,1
1686,0
1687,0
1688,1
1689,1
1690,0
1691,1
1692,1
1693,1
1694,0
1695,0
1696,0
1697,1
1698,1
1699,1
1700,1
1701,0
1702,0
1703,1
1704,0
1705,1
1706,0
1707,1
1708,0
1709,1
1710,0
1711,0
1712,1
1713,0
1714,0
1715,1
1716,0
1717,0
1718,0
1719,1
1720,0
1721,0
1722,0
1723,0
1724,0
1725,1
1726,1
1727,0
1728,0
1729,1
1730,1
1731,0
1732,1
1733,1
1734,0
1735,0
1736,1
1737,0
1738,1
1739,1
1740,1
1741,0
1742,0
1743,1
1744,1
1745,1
1746,1
1747,1
1748,0
1749,0
1750,1
1751,1
1752,0
1753,0
1754,1
1755,1
1756,0
1757,0
1758,0
1759,1
1760,0
1761,0
1762,1
1763,1
1764,1
1765,0
1766,1
1767,0
1768,1
1769,0
1770,1
1771,1
1772,0
1773,1
1774,1
1775,1
1776,1
1777,1
1778,0
1779,1
1780,1
1781,1
1782,0
1783,1
1784,1
1785,1
1786,1
1787,1
1788,0
1789,0
1790,1
1791,1
1792,1
1793,0
1794,1
1795,0
1796,1
1797,0
1798,1
1799,1
1800,1
1801,1
1802,1
1803,0
1804,1
1805,1
1806,0
1807,0
1808,0
1809,1
1810,1
1811,0
1812,0
1813,1
1814,0
1815,1
1816,1
1817,1
1818,1
1819,1
1820,0
1821,0
1822,1
1823,0
1824,0
1825,1
1826,1
1827,1
1828,1
1829,0
1830,1
1831,1
1832,1
1833,1
1834,0
1835,1
1836,0
1837,0
1838,0
1839,1
1840,0
1841,0
1842,1
1843,0
1844,1
1845,1
1846,0
1847,0
1848,1
1849,0
1850,1
1851,0
1852,0
1853,1
1854,0
1855,1
1856,0
1857,0
1858,0
1859,1
1860,0
1861,1
1862,0
1863,0
1864,1
1865,1
1866,0
1867,1
1868,1
1869,1
1870,0
1871,0
1872,0
1873,1
1874,1
1875,0
1876,1
1877,1
1878,1
1879,1
1880,0
1881,0
1882,0
1883,1
1884,1
1885,1
1886,0
1887,1
1888,1
1889,1
1890,0
1891,1
1892,1
1893,0
1894,0
1895,0
1896,1
1897,1
1898,0
1899,0
1900,1
1901,0
1902,1
1903,1
1904,0
1905,1
1906,1
1907,1
1908,0
1909,0
1910,0
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,0
1919,1
1920,1
1921,0
1922,1
1923,1
1924,0
1925,1
1926,1
1927,1
1928,0
1929,0
1930,0
1931,0
1932,1
1933,0
1934,1
1935,1
1936,0
1937,0
1938,1
1939,1
1940,1
1941,0
1942,0
1943,1
1944,0
1945,1
1946,1
1947,0
1948,1
1949,1
1950,1
1951,1
1952,0
1953,1
1954,1
1955,0
1956,1
1957,1
1958,1
1959,0
1960,1
1961,1
1962,1
1963,0
1964,1
1965,1
1966,1
1967,1
1968,0
1969,1
1970,0
1971,0
1972,1
1973,0
1974,1
1975,0
1976,1
1977,1
1978,0
1979,1
1980,0
1981,1
1982,1
1983,0
1984,1
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,0
2002,0
2003,1
2004,1
2005,0
2006,0
2007,0
2008,1
2009,1
2010,1
2011,1
2012,1
2013,0
2014,1
2015,1
2016,1
2017,0
2018,0
2019,0
2020,0
2021,1
2022,1
2023,1
2024,0
2025,1
2026,1
2027,1
2028,1
2029,0
2030,0
2031,0
2032,1
2033,1
2034,1
2035,1
2036,1
2037,1
2038,1
2039,0
2040,1
2041,0
2042,1
2043,1
2044,1
2045,0
2046,1
2047,1
2048,0
2049,0
2050,1
2051,1
2052,1
2053,0
2054,1
2055,0
2056,0
2057,1
2058,0
2059,0
2060,0
2061,1
2062,0
2063,0
2064,0
2065,1
2066,1
2067,1
2068,1
2069,0
2070,1
2071,0
2072,1
2073,1
2074,0
2075,1
2076,1
2077,1
2078,1
2079,0
2080,0
2081,0
2082,0
2083,1
2084,0
2085,0
2086,1
2087,0
2088,0
2089,1
2090,1
2091,1
2092,1
2093,0
2094,1
2095,1
2096,1
2097,1
2098,0
2099,1
2100,0
2101,1
2102,0
2103,0
2104,0
2105,1
2106,1
2107,1
2108,0
2109,0
2110,0
2111,1
2112,1
2113,1
2114,1
2115,1
2116,1
2117,1
2118,0
2119,1
2120,1
2121,1
2122,0
2123,1
2124,0
2125,0
2126,0
2127,1
2128,0
2129,0
2130,0
2131,0
2132,0
2133,1
2134,0
2135,1
2136,1
2137,0
2138,0
2139,0
2140,1
2141,1
2142,0
2143,1
2144,0
2145,1
2146,0
2147,1
2148,0
2149,1
2150,1
2151,1
2152,1
2153,1
2154,0
2155,1
2156,0
2157,1
2158,1
2159,1
2160,0
2161,0
2162,1
2163,0
2164,1
2165,1
2166,1
2167,1
2168,0
2169,1
2170,0
2171,1
2172,0
2173,1
2174,1
2175,0
2176,1
2177,0
2178,0
2179,1
2180,0
2181,0
2182,0
2183,0
2184,0
2185,1
2186,1
2187,0
2188,1
2189,1
2190,1
2191,0
2192,1
2193,0
2194,1
2195,0
2196,1
2197,0
2198,1
2199,0
2200,1
2201,1
2202,1
2203,0
2204,1
2205,1
2206,0
2207,1
2208,1
2209,0
2210,1
2211,1
2212,1
2213,0
2214,1
2215,0
2216,0
2217,0
2218,1
2219,0
2220,1
2221,1
2222,0
2223,0
2224,1
2225,1
2226,1
2227,1
2228,0
2229,0
2230,1
2231,1
2232,0
2233,1
2234,0
2235,1
2236,1
2237,0
2238,0
2239,0
2240,0
2241,1
2242,1
2243,0
2244,1
2245,0
2246,1
2247,1
2248,0
2249,0
2250,1
2251,0
2252,1
2253,1
2254,0
2255,0
2256,1
2257,1
2258,0
2259,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,0
2266,1
2267,0
2268,1
2269,1
2270,1
2271,1
2272,0
2273,0
2274,1
2275,0
2276,0
2277,1
2278,1
2279,1
2280,1
2281,1
2282,0
2283,1
2284,0
2285,1
2286,1
2287,0
2288,0
2289,0
2290,1
2291,1
2292,0
2293,0
2294,1
2295,1
2296,1
2297,1
2298,0
2299,0
2300,0
2301,1
2302,1
2303,0
2304,1
2305,0
2306,0
2307,0
2308,1
2309,1
2310,1
2311,0
2312,1
2313,1
2314,0
2315,0
2316,0
2317,1
2318,1
2319,0
2320,1
2321,1
2322,0
2323,1
2324,1
2325,1
2326,0
2327,0
2328,0
2329,1
2330,1
2331,0
2332,1
2333,0
2334,1
2335,1
2336,0
2337,0
2338,0
2339,0
2340,1
2341,0
2342,1
2343,0
2344,0
2345,1
2346,1
2347,1
2348,1
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,1
2356,1
2357,0
2358,0
2359,1
2360,0
2361,1
2362,1
2363,1
2364,1
2365,1
2366,0
2367,1
2368,1
2369,1
2370,1
2371,1
2372,0
2373,1
2374,0
2375,0
2376,1
2377,1
2378,1
2379,0
2380,0
2381,0
2382,1
2383,1
2384,1
2385,1
2386,1
2387,1
2388,0
2389,1
2390,0
2391,1
2392,0
2393,0
2394,1
2395,0
2396,0
2397,1
2398,0
2399,1
2400,0
2401,1
2402,1
2403,0
2404,0
2405,0
2406,1
2407,1
2408,0
2409,1
2410,1
2411,0
2412,1
2413,0
2414,1
2415,0
2416,1
2417,1
2418,0
2419,1
2420,0
2421,1
2422,1
2423,1
2424,0
2425,1
2426,1
2427,0
2428,1
2429,1
2430,1
2431,1
2432,1
2433,0
2434,0
2435,1
2436,1
2437,1
2438,0
2439,0
2440,0
2441,1
2442,0
2443,0
2444,1
2445,1
2446,1
2447,1
2448,0
2449,1
2450,0
2451,0
2452,0
2453,1
2454,0
2455,0
2456,0
2457,0
2458,0
2459,1
2460,0
2461,0
2462,1
2463,0
2464,0
2465,1
2466,0
2467,1
2468,1
2469,1
2470,1
2471,0
2472,0
2473,0
2474,0
2475,1
2476,0
2477,1
2478,0
2479,0
2480,0
2481,1
2482,0
2483,1
2484,1
2485,0
2486,1
2487,0
2488,0
2489,0
2490,0
2491,0
2492,1
2493,1
2494,0
2495,1
2496,0
2497,1
2498,1
2499,1
2500,0
2501,0
2502,1
2503,1
2504,0
2505,0
2506,1
2507,1
2508,1
2509,0
2510,0
2511,0
2512,0
2513,1
2514,0
2515,1
2516,1
2517,0
2518,1
2519,1
2520,1
2521,0
2522,0
2523,0
2524,1
2525,0
2526,0
2527,0
2528,1
2529,1
2530,0
2531,0
2532,1
2533,1
2534,1
2535,0
2536,0
2537,1
2538,1
2539,0
2540,1
2541,0
2542,1
2543,1
2544,0
2545,1
2546,0
2547,0
2548,1
2549,0
2550,0
2551,0
2552,1
2553,1
2554,1
2555,1
2556,0
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,0
2564,1
2565,1
2566,1
2567,0
2568,1
2569,1
2570,1
2571,1
2572,0
2573,0
2574,1
2575,1
2576,1
2577,1
2578,1
2579,1
2580,1
2581,1
2582,1
2583,1
2584,1
2585,0
2586,1
2587,1
2588,0
2589,0
2590,1
2591,1
2592,1
2593,1
2594,0
2595,0
2596,1
2597,1
2598,1
2599,1
2600,0
2601,0
2602,1
2603,1
2604,1
2605,0
2606,1
2607,0
2608,1
2609,1
2610,1
2611,0
2612,0
2613,1
2614,0
2615,1
2616,0
2617,0
2618,1
2619,0
2620,1
2621,0
2622,0
2623,1
2624,1
2625,0
2626,1
2627,1
2628,0
2629,1
2630,1
2631,1
2632,0
2633,0
2634,1
2635,1
2636,1
2637,0
2638,1
2639,0
2640,1
2641,0
2642,1
2643,1
2644,0
2645,1
2646,1
2647,0
2648,1
2649,1
2650,0
2651,0
2652,1
2653,1
2654,1
2655,1
2656,1
2657,0
2658,1
2659,0
2660,0
2661,1
2662,0
2663,1
2664,0
2665,1
2666,0
2667,0
2668,1
2669,0
2670,1
2671,0
2672,1
2673,0
2674,0
2675,1
2676,1
2677,0
2678,1
2679,1
2680,1
2681,0
2682,1
2683,1
2684,0
2685,1
2686,1
2687,1
2688,0
2689,0
2690,1
2691,0
2692,0
2693,1
2694,1
2695,0
2696,1
2697,0
2698,1
2699,1
2700,0
2701,1
2702,0
2703,0
2704,0
2705,0
2706,1
2707,1
2708,1
2709,0
2710,0
2711,1
2712,1
2713,0
2714,0
2715,1
2716,0
2717,1
2718,0
2719,1
2720,1
2721,1
2722,0
2723,0
2724,1
2725,1
2726,1
2727,1
2728,1
2729,0
2730,1
2731,1
2732,0
2733,0
2734,0
2735,0
2736,0
2737,1
2738,0
2739,1
2740,0
2741,1
2742,0
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,1
2750,0
2751,0
2752,1
2753,0
2754,0
2755,1
2756,1
2757,1
2758,0
2759,1
2760,1
2761,0
2762,0
2763,1
2764,0
2765,1
2766,1
2767,1
2768,0
2769,0
2770,0
2771,1
2772,1
2773,0
2774,0
2775,1
2776,1
2777,0
2778,1
2779,0
2780,0
2781,1
2782,0
2783,0
2784,1
2785,1
2786,1
2787,0
2788,1
2789,0
2790,0
2791,0
2792,1
2793,1
2794,1
2795,1
2796,1
2797,1
2798,0
2799,1
2800,0
2801,1
2802,1
2803,0
2804,0
2805,0
2806,1
2807,1
2808,0
2809,1
2810,0
2811,1
2812,1
2813,0
2814,1
2815,1
2816,0
2817,0
2818,0
2819,0
2820,1
2821,1
2822,0
2823,0
2824,0
2825,0
2826,1
2827,0
2828,0
2829,1
2830,1
2831,0
2832,0
2833,1
2834,0
2835,0
2836,1
2837,1
2838,0
2839,0
2840,1
2841,0
2842,0
2843,1
2844,1
2845,1
2846,0
2847,1
2848,1
2849,1
2850,0
2851,0
2852,1
2853,0
2854,1
2855,0
2856,0
2857,0
2858,0
2859,1
2860,0
2861,0
2862,0
2863,1
2864,1
2865,1
2866,1
2867,1
2868,0
2869,0
2870,0
2871,1
2872,1
2873,0
2874,1
2875,1
2876,1
2877,0
2878,1
2879,1
2880,1
2881,0
2882,1
2883,1
2884,1
2885,1
2886,0
2887,1
2888,0
2889,1
2890,1
2891,0
2892,0
2893,0
2894,1
2895,1
2896,0
2897,0
2898,0
2899,1
2900,1
2901,1
2902,0
2903,1
2904,1
2905,1
2906,0
2907,0
2908,1
2909,0
2910,1
2911,0
2912,0
2913,1
2914,0
2915,1
2916,0
2917,1
2918,1
2919,0
2920,1
2921,0
2922,1
2923,0
2924,1
2925,1
2926,1
2927,0
2928,1
2929,1
2930,1
2931,1
2932,0
2933,1
2934,1
2935,1
2936,0
2937,1
2938,1
2939,1
2940,1
2941,1
2942,1
2943,0
2944,0
2945,1
2946,0
2947,0
2948,1
2949,1
2950,1
2951,0
2952,1
2953,0
2954,0
2955,1
2956,1
2957,1
2958,1
2959,0
2960,0
2961,0
2962,0
2963,0
2964,1
2965,1
2966,1
2967,0
2968,1
2969,0
2970,1
2971,1
2972,1
2973,1
2974,0
2975,0
2976,1
2977,1
2978,1
2979,0
2980,0
2981,0
2982,1
2983,0
2984,1
2985,0
2986,0
2987,0
2988,1
2989,0
2990,0
2991,0
2992,1
2993,1
2994,1
2995,1
